name;address;country;cp;ville;phone;description
PHARMACIE HANNES;78 R CLEMENCEAU;FRANCE;57440;ALGRANGE;03 82 84 32 72;Pharmacie d'Officine
PHARMACIE PRINCIPALE;10 R DU MARECHAL FOCH;FRANCE;57440;ALGRANGE;03 82 85 30 20;Pharmacie d'Officine
PHARMACIE DU MONTVAUX;21 R DE CHAMPAGNE;FRANCE;57865;AMANVILLERS;03 87 53 45 43;Pharmacie d'Officine
PHARMACIE BONNEFON CATHERINE;6 R DE LA FAIENCERIE;FRANCE;57565;NIDERVILLER;03 87 03 98 49;Pharmacie d'Officine
PHARMACIE DES THERMES;1 PL FREDERIC RAU;FRANCE;57360;AMNEVILLE LES THERMES;03 87 71 37 43;Pharmacie d'Officine
PHARMACIE WAGNER;38 R DES ROMAINS;FRANCE;57360;AMNEVILLE LES THERMES;03 87 71 28 17;Pharmacie d'Officine
PHARMACIE  GAUTROT;PL DE LA REPUBLIQUE;FRANCE;57130;ARS SUR MOSELLE;03 87 60 84 77;Pharmacie d'Officine
PHARMACIE  WEISSE;9 PL DE LA REPUBLIQUE;FRANCE;57130;ARS SUR MOSELLE;03 87 60 63 50;Pharmacie d'Officine
PHARMACIE MARQUES CATHERINE;1 R DU MARECHAL  FOCH;FRANCE;57390;AUDUN LE TICHE;03 82 50 32 32;Pharmacie d'Officine
PHARMACIE DES TERRES ROUGES;9 R NAPOLEON 1ER;FRANCE;57390;AUDUN LE TICHE;03 82 82 08 82;Pharmacie d'Officine
PHARMACIE SAINT JEAN;1 R DES JARDINS;FRANCE;57685;AUGNY;;Pharmacie d'Officine
PHARMACIE GUELEN - ROSSI;2 R DE L ANCIENNE MAIRIE;FRANCE;57710;AUMETZ;03 82 91 07 00;Pharmacie d'Officine
PHARMACIE RUFFENACH BRUNO;69 R DES HALLES;FRANCE;57810;AVRICOURT;03 87 24 60 39;Pharmacie d'Officine
PHARMACIE RIGOLLET-GRANDIDIER;84 RTE DE PLAPPEVILLE;FRANCE;57050;LE BAN ST MARTIN;03 87 30 45 37;Pharmacie d'Officine
PHARMACIE MEYER - WOSNITZA;3 BD CHARLEMAGNE;FRANCE;57460;BEHREN LES FORBACH;03 87 87 30 35;Pharmacie d'Officine
PHARMACIE CENTRALE;2 R Mozart;FRANCE;57460;BEHREN LES FORBACH;03 87 87 32 73;Pharmacie d'Officine
PHARMACIE SAINTE MARIE;3 R FOCH;FRANCE;57230;BITCHE;03 87 96 00 63;Pharmacie d'Officine
PHARMACIE DE LA CITADELLE;38 R DU MARECHAL FOCH;FRANCE;57230;BITCHE;03 87 96 00 58;Pharmacie d'Officine
PHARMACIE DU FAUBOURG;1 PL GENERAL BIZOT;FRANCE;57230;BITCHE;03 87 96 09 00;Pharmacie d'Officine
PHARMACIE POCECCO-FIORINA;52 R DE VERDUN;FRANCE;57655;BOULANGE;03 82 91 06 11;Pharmacie d'Officine
PHARMACIE DES TERRES BLANCHES;R GENERAL NEWINGER;FRANCE;57220;BOULAY;03 87 79 10 96;Pharmacie d'Officine
PHARMACIE CHANSON SCHOUMACHER;30 PL DE LA REPUBLIQUE;FRANCE;57220;BOULAY;03 87 79 22 17;Pharmacie d'Officine
PHARMACIE DU CHARDON;1 R DES MERLETTES;FRANCE;57310;BOUSSE;03 87 73 72 26;Pharmacie d'Officine
PHARMACIE HIRTZ;16 R DE LA REPUBLIQUE;FRANCE;57320;BOUZONVILLE;03 87 78 33 14;Pharmacie d'Officine
PHARMACIE MANGIN - TALLOT;39 R DE LA REPUBLIQUE;FRANCE;57320;BOUZONVILLE;03 87 78 30 30;Pharmacie d'Officine
PHARMACIE DU PUITS MAX;202 R PRINCIPALE;FRANCE;57490;CARLING;03 87 93 74 33;Pharmacie d'Officine
PHARMACIE AULOGE;1 AV DU GENERAL DE GAULLE;FRANCE;57570;CATTENOM;03 82 55 42 11;Pharmacie d'Officine
PHARMACIE LEJEUNE;15 PL DE LA SALINE;FRANCE;57170;CHATEAU SALINS;03 87 05 10 30;Pharmacie d'Officine
PHARMACIE DE L'ORME;48 R CLEMENCEAU;FRANCE;57185;CLOUANGE;03 87 58 31 14;Pharmacie d'Officine
PHARMACIE FLEURY;7 AV DE DITSCHVILLER;FRANCE;57800;COCHEREN;03 87 04 69 65;Pharmacie d'Officine
PHARMACIE WULLY;28 AV DE LA LIBERATION;FRANCE;57530;COURCELLES CHAUSSY;03 87 64 00 10;Pharmacie d'Officine
PHARMACIE LOUIS-AUBERTIN;25 R DE METZ;FRANCE;57530;COURCELLES SUR NIED;03 87 64 41 90;Pharmacie d'Officine
PHARMACIE GEHL;5 R DE METZ;FRANCE;57690;CREHANGE;03 87 94 32 71;Pharmacie d'Officine
PHARMACIE DU BRECKELBERG;1 R DES CHENES;FRANCE;57150;CREUTZWALD;03 87 93 09 05;Pharmacie d'Officine
PHARMACIE DU WARNDT;5 R DE LA GARE;FRANCE;57150;CREUTZWALD;03 87 93 08 48;Pharmacie d'Officine
PHARMACIE LIBOTTE;11 R DE LA HOUVE;FRANCE;57150;CREUTZWALD;03 87 82 45 75;Pharmacie d'Officine
PARMENTIER - PHARMACIE DU ROCHER;22 PL DE L EGLISE;FRANCE;57850;DABO;03 87 07 40 16;Pharmacie d'Officine
PHARMACIE RICHARD-HEIT;7 PL DE LA REPUBLIQUE;FRANCE;57590;DELME;03 87 01 30 12;Pharmacie d'Officine
PHARMACIE DU CENTRE;8 AV DU GENERAL DE GAULLE;FRANCE;57260;DIEUZE;03 87 86 07 69;Pharmacie d'Officine
PHARMACIE OBELLIANNE;17 AV DU GENERAL DE GAULLE;FRANCE;57260;DIEUZE;03 87 86 99 50;Pharmacie d'Officine
PHARMACIE BOCCI - LEROUX;1 R PABLO PICASSO;FRANCE;57365;ENNERY;03 87 73 91 49;Pharmacie d'Officine
PHARMACIE DE LA HOUVE;18 R DE LA GARE;FRANCE;57550;FALCK;03 87 93 16 34;Pharmacie d'Officine
PHARMACIE LORRAINE;8 AV JEANNE D ARC;FRANCE;57290;FAMECK;03 82 58 04 50;Pharmacie d'Officine
PHARMACIE SAINT MARTIN - TARTARE;42 R JEANNE D ARC;FRANCE;57290;FAMECK;03 82 58 12 08;Pharmacie d'Officine
PHARMACIE DU LYCEE;8 AV DE METZ;FRANCE;57290;FAMECK;03 82 58 18 66;Pharmacie d'Officine
PHARMACIE DIMOV;1 CENTRE COMMERCIAL;FRANCE;57450;FAREBERSVILLER;03 87 89 10 86;Pharmacie d'Officine
PHARMACIE GENY - HANSER;4 R DE NEUFELD;FRANCE;57450;FAREBERSVILLER;03 87 89 11 22;Pharmacie d'Officine
PHARMACIE  DEBOLD;10 R DE LA GARE;FRANCE;57380;FAULQUEMONT;03 87 94 36 06;Pharmacie d'Officine
PHARMACIE FAULQUEMONT;35 R DE CREHANGE;FRANCE;57380;FAULQUEMONT;03 87 91 51 51;Pharmacie d'Officine
PHARMACIE KUHN;4 R DE L HOTEL DE VILLE;FRANCE;57930;FENETRANGE;03 87 07 60 43;Pharmacie d'Officine
PHARMACIE GHANEM - LOUBET;90 GR ND'RUE;FRANCE;57190;FLORANGE;03 82 58 52 82;Pharmacie d'Officine
PHARMACIE DU CENTRE;57 AV DE LORRAINE;FRANCE;57190;FLORANGE;;Pharmacie d'Officine
PHARMACIE NOLTET;37 R NATIONALE;FRANCE;57190;FLORANGE;03 82 52 85 51;Pharmacie d'Officine
PHARMACIE DE MONCHY;2 AV DU MARECHAL FOCH;FRANCE;57730;FOLSCHVILLER;03 87 92 14 08;Pharmacie d'Officine
PHARMACIE GOEURY - BIONDARO;3 R DE METZ;FRANCE;57650;FONTOY;03 82 84 83 83;Pharmacie d'Officine
NOUVELLE PHARMACIE DE L'EUROPE;2 R DE LA COLLERIE;FRANCE;57600;FORBACH;03 87 85 11 96;Pharmacie d'Officine
PHARMACIE PESCH;1 R BELLEVUE;FRANCE;57600;FORBACH;03 87 87 14 94;Pharmacie d'Officine
PHARMACIE LEROY BRUNO;44 R NATIONALE;FRANCE;57600;FORBACH;03 87 85 03 14;Pharmacie d'Officine
PHARMACIE WEBER - WAGNER;72 R NATIONALE;FRANCE;57600;FORBACH;03 87 85 20 52;Pharmacie d'Officine
PHARMACIE DU LION;2 R NATIONALE;FRANCE;57600;FORBACH;03 87 85 10 41;Pharmacie d'Officine
PHARMACIE DE L'AIGLE;129 R NATIONALE;FRANCE;57600;FORBACH;03 87 85 72 73;Pharmacie d'Officine
PHARMACIE KILLIAN;162 R NATIONALE;FRANCE;57600;FORBACH;03 87 85 28 30;Pharmacie d'Officine
PHARMACIE LANG ANETTE;34 R ERCKMANN CHATRIAN;FRANCE;57800;FREYMING MERLEBACH;03 87 04 76 68;Pharmacie d'Officine
PHARMACIE DU CARREAU;46 R EUGENE KLOSTER;FRANCE;57800;FREYMING MERLEBACH;03 87 04 51 24;Pharmacie d'Officine
PHARMACIE DES ALLIES;PL DE LA LIBERATION;FRANCE;57800;FREYMING MERLEBACH;03 87 04 48 81;Pharmacie d'Officine
PHARMACIE FLORION - SCHAFFO - GULDNER;43 R DU CASINO;FRANCE;57800;FREYMING MERLEBACH;;Pharmacie d'Officine
PHARMACIE LORRAINE;144 AV POINCARE;FRANCE;57800;FREYMING MERLEBACH;03 87 81 57 15;Pharmacie d'Officine
PHARMACIE SAINTE LUCIE;21 R D INGWILLER;FRANCE;57620;GOETZENBRUCK;03 87 96 88 45;Pharmacie d'Officine
PHARMACIE APPEL;62 R DE LA REPUBLIQUE;FRANCE;57520;GROSBLIEDERSTROFF;03 87 27 68 88;Pharmacie d'Officine
PHARMACIE SAINT BLAISE;59 RTE NATIONALE;FRANCE;57660;GROSTENQUIN;03 87 01 72 30;Pharmacie d'Officine
PHARMACIE LECOCQ - GIAROLI;PL DE LA REPUBLIQUE;FRANCE;57310;GUENANGE;03 82 82 64 25;Pharmacie d'Officine
PHARMACIE SAINT BENOIT;PL ST BENOIT;FRANCE;57310;GUENANGE;03 82 50 90 49;Pharmacie d'Officine
PHARMACIE NAGEL PATRICE;5 R DE LA GARE;FRANCE;57300;HAGONDANGE;03 87 71 46 64;Pharmacie d'Officine
PHARMACIE DU LION;63 R DE LA GARE;FRANCE;57300;HAGONDANGE;03 87 71 40 01;Pharmacie d'Officine
PHARMACIE DU LION;10 R DE CREUTZWALD;FRANCE;57880;HAM SOUS VARSBERG;03 87 93 06 38;Pharmacie d'Officine
PHARMACIE DE COSTEBELLE;124 R NATIONALE;FRANCE;57910;HAMBACH;03 87 98 12 10;Pharmacie d'Officine
PHARMACIE CONRAUX;3 R DES CAPUCINES;FRANCE;57700;HAYANGE;03 82 85 46 14;Pharmacie d'Officine
PHARMACIE DU LAVOIR;2 R DE L EGLISE;FRANCE;57700;HAYANGE;03 82 84 16 10;Pharmacie d'Officine
PHARMACIE DU LION;43 R DU MARECHAL FOCH;FRANCE;57700;HAYANGE;;Pharmacie d'Officine
PHARMACIE ARNAULT;56 BD DES VOSGES;FRANCE;57700;HAYANGE;03 82 58 06 55;Pharmacie d'Officine
PHARMACIE DE LA MINE;74 R FOCH;FRANCE;57700;HAYANGE;03 82 85 73 73;Pharmacie d'Officine
PHARMACIE DES AMMONITES;2 R PATTON;FRANCE;57330;HETTANGE GRANDE;03 82 53 10 13;Pharmacie d'Officine
PHARMACIE LECOMTE - DALLA COSTA;57 R DU GENERAL PATTON;FRANCE;57330;HETTANGE GRANDE;03 82 54 22 44;Pharmacie d'Officine
PHARMACIE LAURENT;5 CTRE COMMERCIAL;FRANCE;57470;HOMBOURG HAUT;03 87 04 78 20;Pharmacie d'Officine
PHARMACIE BAUDOUIN;;FRANCE;57470;HOMBOURG HAUT;03 87 04 41 01;Pharmacie d'Officine
PHARMACIE LORRAINE;14 R FOCH;FRANCE;57490;L HOPITAL;03 87 93 48 84;Pharmacie d'Officine
PHARMACIE DE HUNDLING;5 R VICTOR HUGO;FRANCE;57990;HUNDLING;03 87 02 50 97;Pharmacie d'Officine
PHARMACIE LES ARUMS;6 CENTRE COMMERCIAL;FRANCE;57970;ILLANGE;03 82 56 10 98;Pharmacie d'Officine
PHARMACIE SCHMITT;18 R STE ANNE;FRANCE;57670;INSMING;03 87 01 60 02;Pharmacie d'Officine
PHARMACIE DE LA CANNER;6 R DE BOUZONVILLE;FRANCE;57920;KEDANGE SUR CANNER;03 82 83 51 08;Pharmacie d'Officine
PHARMACIE SCHMIDT;56 R DE LA REPUBLIQUE;FRANCE;57240;KNUTANGE;03 82 84 22 93;Pharmacie d'Officine
PHARMACIE DU PROGRES;64 R DE LA REPUBLIQUE;FRANCE;57240;KNUTANGE;03 82 84 13 91;Pharmacie d'Officine
PHARMACIE SAINT MARTIN;33 RTE DE THIONVILLE;FRANCE;57970;KOENIGSMACKER;03 82 59 55 22;Pharmacie d'Officine
PHARMACIE DE LEMBERG;1 R DE SARREGUEMINES;FRANCE;57620;LEMBERG;03 87 06 40 11;Pharmacie d'Officine
PHARMACIE SANDRINE FAIPOT;92 R DU GENERAL DE GAULLE;FRANCE;57050;LONGEVILLE LES METZ;03 87 30 54 51;Pharmacie d'Officine
PHARMACIE STEIN;19 R GENERAL DE GAULLE;FRANCE;57740;LONGEVILLE LES ST AVOLD;03 87 92 50 34;Pharmacie d'Officine
PHARMACIE PEZZOLATO;98 R DU GENERAL LECLERC;FRANCE;57790;LORQUIN;03 87 24 80 19;Pharmacie d'Officine
PHARMACIE  ETIENNE;14 RTE DE PHALSBOURG;FRANCE;57820;LUTZELBOURG;03 87 25 30 93;Pharmacie d'Officine
PHARMACIE SCHMITT - GIERDEN;62 GR ND RUE;FRANCE;57280;MAIZIERES LES METZ;03 87 80 61 50;Pharmacie d'Officine
PHARMACIE WASELS - BURCKEL;3 R MOZART;FRANCE;57280;MAIZIERES LES METZ;03 87 80 21 06;Pharmacie d'Officine
PHARMACIE PRIORETTI;2 R PELLERIN;FRANCE;57100;MANOM;03 82 53 89 43;Pharmacie d'Officine
PHARMACIE DE JAILLY;4 R DES ALOUETTES;FRANCE;57535;MARANGE SILVANGE;03 87 80 44 03;Pharmacie d'Officine
PHARMACIE PIERSON;19 R DE LA CROIX ST JOSEPH;FRANCE;57155;MARLY;03 87 62 65 25;Pharmacie d'Officine
PHARMACIE DE LA SEILLE;13 R DES ECOLES;FRANCE;57155;MARLY;03 87 63 23 34;Pharmacie d'Officine
PHARMACIE ANDRE;2 PL DU CHATEAU;FRANCE;57550;MERTEN;03 87 93 24 51;Pharmacie d'Officine
PHARMACIE JOCHEM CLAUDE;86 R DES ALLEMANDS;FRANCE;57000;METZ;03 87 74 02 16;Pharmacie d'Officine
PHARMACIE DE L'AMPHITHEATRE;63 AV MALRAUX;FRANCE;57000;METZ;03 87 63 53 70;Pharmacie d'Officine
PHARMACIE BATSCH;178 AV ANDRE MALRAUX;FRANCE;57000;METZ;03 87 65 30 21;Pharmacie d'Officine
PHARMACIE GUERRE - VOILLAUME;63 EN FOURNIRUE;FRANCE;57000;METZ;03 87 36 20 06;Pharmacie d'Officine
PHARMACIE DE LA GARE;2 R FRANCOIS DU CUREL;FRANCE;57000;METZ;;Pharmacie d'Officine
PHARMACIE DE LA POSTE;14 R GAMBETTA;FRANCE;57000;METZ;03 87 66 85 85;Pharmacie d'Officine
PHARMACIE NOUVELLE DE L'HOTEL;2 R DES JARDINS;FRANCE;57000;METZ;03 87 75 03 38;Pharmacie d'Officine
PHARMACIE LUCAS;11 R D APREMONT;FRANCE;57000;METZ;03 87 63 27 38;Pharmacie d'Officine
PHARMACIE COEUR IMPERIAL;19 AV LECLERC DE HAUTECLOQUE;FRANCE;57000;METZ;03 87 66 89 85;Pharmacie d'Officine
PHARMACIE LOTHAIRE;36 R Lothaire;FRANCE;57000;METZ;03 87 55 11 26;Pharmacie d'Officine
PHARMACIE CHARTON;22 AV DE NANCY;FRANCE;57000;METZ;03 87 66 39 50;Pharmacie d'Officine
PHARMACIE DE L'AIGLE;8 R DU PALAIS;FRANCE;57000;METZ;03 87 75 16 11;Pharmacie d'Officine
PHARMACIE VALENTINI;20 R DU PONT DES MORTS;FRANCE;57000;METZ;03 87 30 30 07;Pharmacie d'Officine
NOUVELLE PHARMACIE REPUBLIQUE;2 AV ROBERT SCHUMAN;FRANCE;57000;METZ;03 87 74 55 55;Pharmacie d'Officine
PHARMACIE DES MUSES;9 R DES MESSAGERIES;FRANCE;57000;METZ;;Pharmacie d'Officine
PHARMACIE DELAVAL;64 R DU PONTIFFROY;FRANCE;57000;METZ;03 87 30 15 58;Pharmacie d'Officine
NOUVELLE PHARMACIE COISLIN;7 R SAINT HENRY;FRANCE;57000;METZ;03 87 75 01 65;Pharmacie d'Officine
PHARMACIE ENTRAYGUES SERGE;14 PL ST JACQUES;FRANCE;57000;METZ;03 87 75 23 19;Pharmacie d'Officine
PHARMACIE DU CYGNE;24 R ST LIVIER;FRANCE;57000;METZ;03 87 62 61 50;Pharmacie d'Officine
PHARMACIE  MASIUS;10 PL ST LOUIS;FRANCE;57000;METZ;03 87 36 10 40;Pharmacie d'Officine
PHARMACIE HANSER - CLEMENT;17 R DU XXEME CORPS AMERICAIN;FRANCE;57000;METZ;03 87 65 31 43;Pharmacie d'Officine
PHARMACIE JACQUES;32 R SERPENOISE;FRANCE;57000;METZ;03 87 75 04 75;Pharmacie d'Officine
PHARMACIE PIRES;5 BD DE TREVES;FRANCE;57000;METZ;09 83 39 80 00;Pharmacie d'Officine
PHARMACIE L&R PHARMA;2 R DE LA TETE D OR;FRANCE;57000;METZ;03 87 75 01 79;Pharmacie d'Officine
PHARMACIE BYNEN BT;24 R DU COMMANDANT BRASSEUR;FRANCE;57050;METZ;03 87 30 30 80;Pharmacie d'Officine
PHARMACIE DES PONTS;49 RTE DE LORRY;FRANCE;57050;METZ;03 87 32 43 09;Pharmacie d'Officine
PHARMACIE PETITFRERE - BRANDEBOURGER;173 RTE DE THIONVILLE;FRANCE;57050;METZ;03 87 30 39 05;Pharmacie d'Officine
PHARMACIE DU SUD-EST;6 R DE CHAMPAGNE;FRANCE;57070;METZ;03 87 74 37 31;Pharmacie d'Officine
PHARMACIE SARFATI - MARCONATO;2 R DES BLEUETS;FRANCE;57070;METZ;03 87 36 08 37;Pharmacie d'Officine
PHARMACIE LUX - FORTINA;R DU CUVION;FRANCE;57070;METZ;03 87 37 21 04;Pharmacie d'Officine
PHARMACIE DE L'EUROPE;32 BD DE L'EUROPE;FRANCE;57070;METZ;03 87 74 22 87;Pharmacie d'Officine
PHARMACIE TAITE;7 PL AUGUSTE FOSSELLE;FRANCE;57070;METZ;03 87 74 32 10;Pharmacie d'Officine
PHARMACIE BIWER;21 BD DE GUYENNE;FRANCE;57070;METZ;03 87 37 27 51;Pharmacie d'Officine
PHARMACIE DU TECHNOPOLE;1 R HENRI BERGSON;FRANCE;57070;METZ;03 87 37 21 48;Pharmacie d'Officine
PHARMACIE SCHILTZ;5 R JOSEPH HENOT;FRANCE;57070;METZ;03 87 63 55 06;Pharmacie d'Officine
PHARMACIE WEIZMAN-DAUSSAN;2 R DES MARRONNIERS;FRANCE;57070;METZ;03 87 76 09 65;Pharmacie d'Officine
PHARMACIE DE QUEULEU;1 R DE QUEULEU;FRANCE;57070;METZ;03 87 74 09 44;Pharmacie d'Officine
PHARMACIE BIWER JEAN;11 BD DE LA SOLIDARITE;FRANCE;57070;METZ;03 87 75 06 63;Pharmacie d'Officine
PHARMACIE JOHANN-KLOUTZ;75 AV DE STRASBOURG;FRANCE;57070;METZ;03 87 74 01 66;Pharmacie d'Officine
PHARMACIE LETZELTER - PORTNER;13 GRANDE RUE;FRANCE;57940;METZERVISSE;03 82 56 85 81;Pharmacie d'Officine
PHARMACIE DU CENTRE;381 R DE METZ;FRANCE;57300;MONDELANGE;03 87 71 44 64;Pharmacie d'Officine
PHARMACIE IMBERT;PL PAUL NAU;FRANCE;57300;MONDELANGE;03 87 71 52 57;Pharmacie d'Officine
PHARMACIE DE MONTBRONN;18 R NOTRE DAME;FRANCE;57415;MONTBRONN;03 87 96 35 68;Pharmacie d'Officine
PHARMACIE SAINTE CLOTHILDE;22 R FRANIATTE;FRANCE;57950;MONTIGNY LES METZ;03 87 63 63 93;Pharmacie d'Officine
PHARMACIE FRANIATTE;45 R DE FRANIATTE;FRANCE;57950;MONTIGNY LES METZ;03 87 63 39 00;Pharmacie d'Officine
PHARMACIE HENNEQUIN;22 R DE L HOTEL DE VILLE;FRANCE;57950;MONTIGNY LES METZ;03 87 62 40 03;Pharmacie d'Officine
PHARMACIE DALLY;104 R DE MARLY;FRANCE;57950;MONTIGNY LES METZ;03 87 63 57 50;Pharmacie d'Officine
PHARMACIE SERRIER;56 R DE PONT A MOUSSON;FRANCE;57950;MONTIGNY LES METZ;03 87 62 54 17;Pharmacie d'Officine
PHARMACIE BERTRAND TRUSSART;301 R DE PONT A MOUSSON;FRANCE;57950;MONTIGNY LES METZ;03 87 66 49 93;Pharmacie d'Officine
PHARMACIE LE GAC;9 R DE LA MINE;FRANCE;57860;MONTOIS LA MONTAGNE;03 82 45 14 87;Pharmacie d'Officine
PHARMACIE IDOUX;9 R POINCARE;FRANCE;57340;MORHANGE;03 87 86 43 43;Pharmacie d'Officine
PHARMACIE POINCARE;30 R DU PRESIDENT POINCARE;FRANCE;57340;MORHANGE;03 87 86 25 32;Pharmacie d'Officine
PHARMACIE SAINTE ANNE;96 R NATIONALE;FRANCE;57600;MORSBACH;03 87 85 03 03;Pharmacie d'Officine
PHARMACIE BASTIAN;6 R DE BRETAGNE;FRANCE;57160;MOULINS LES METZ;03 87 63 42 48;Pharmacie d'Officine
PHARMACIE DE LA PLAGE;11 R DE METZ;FRANCE;57160;MOULINS LES METZ;03 87 60 02 03;Pharmacie d'Officine
PHARMACIE DE LA CROIX DE LORRAINE;4 R MAURICE THOREZ;FRANCE;57250;MOYEUVRE GRANDE;03 87 58 72 41;Pharmacie d'Officine
PHARMACIE ACTUELLE;34 R DES ROSES;FRANCE;57250;MOYEUVRE GRANDE;03 87 58 76 04;Pharmacie d'Officine
PHARMACIE DE LA FRESQUE;10 R DES PRUNIERS;FRANCE;57700;NEUFCHEF;03 82 84 18 92;Pharmacie d'Officine
PHARMACIE WATELET;66 R JOFFRE;FRANCE;57240;NILVANGE;03 82 84 13 59;Pharmacie d'Officine
PHARMACIE DE NOISSEVILLE;2 R DE L AMITIE;FRANCE;57645;NOISSEVILLE;03 87 76 63 66;Pharmacie d'Officine
PHARMACIE MALETERRE;32 R DU MARECHAL FOCH;FRANCE;57680;NOVEANT SUR MOSELLE;03 87 52 80 06;Pharmacie d'Officine
PHARMACIE D'OTTANGE-NONDKEIL;13 R PRINCIPALE;FRANCE;57840;OTTANGE;03 82 50 53 44;Pharmacie d'Officine
PHARMACIE PRINCIPALE;175 R du Général de Gaulle;FRANCE;57540;PETITE ROSSELLE;03 87 85 29 04;Pharmacie d'Officine
PHARMACIE SCHUH;115 R PRINCIPALE;FRANCE;57540;PETITE ROSSELLE;03 87 85 07 72;Pharmacie d'Officine
PHARMACIE DES VOSGES;2 PL D ARMES;FRANCE;57370;PHALSBOURG;03 87 24 31 60;Pharmacie d'Officine
PHARMACIE DE L'AIGLE;26 PL D'ARMES;FRANCE;57370;PHALSBOURG;;Pharmacie d'Officine
PHARMACIE LAGRANGE;12 R ROBERT SCHUMANN;FRANCE;57510;PUTTELANGE AUX LACS;03 87 09 60 53;Pharmacie d'Officine
PHARMACIE WILSON;59 R WILSON;FRANCE;57510;PUTTELANGE AUX LACS;03 87 02 62 28;Pharmacie d'Officine
PHARMACIE JACOPS - SCHILD;19 RTE DE PHALSBOURG;FRANCE;57445;REDING;03 87 03 38 87;Pharmacie d'Officine
PHARMACIE LAURENT;2 PL SAINT MARTIN;FRANCE;57580;REMILLY;03 87 64 68 36;Pharmacie d'Officine
PHARMACIE MIOPHARMA;24 GRAND  RUE;FRANCE;57270;RICHEMONT;03 87 71 06 17;Pharmacie d'Officine
PHARMACIE GARNIER-LEVY;PL DES BAILLIS;FRANCE;57570;RODEMACK;03 82 83 00 77;Pharmacie d'Officine
PHARMACIE SCHMITT;4 R DE LA LIBERATION;FRANCE;57410;ROHRBACH LES BITCHE;03 87 09 70 25;Pharmacie d'Officine
PHARMACIE SEITLINGER;21 R DES ALLIES;FRANCE;57410;ROHRBACH LES BITCHE;03 87 09 71 20;Pharmacie d'Officine
PHARMACIE DES ROCHES;4 R DE METZ;FRANCE;57120;ROMBAS;03 87 67 01 34;Pharmacie d'Officine
PHARMACIE NICAISE;AV DE BERLIOZ;FRANCE;57120;ROMBAS;03 87 67 16 93;Pharmacie d'Officine
PHARMACIE CENTRALE;8 R DE VILLERS;FRANCE;57120;ROMBAS;03 87 67 04 87;Pharmacie d'Officine
PHARMACIE BARATTO - SALERNO;60 GRAND  RUE;FRANCE;57780;ROSSELANGE;03 87 67 05 37;Pharmacie d'Officine
PHARMACIE JANKOWSKI;5 R DE PARIS;FRANCE;57160;ROZERIEULLES;03 87 60 46 36;Pharmacie d'Officine
PHARMACIE DU WENHECK;64 R DE LA CARRIERE;FRANCE;57500;ST AVOLD;03 87 92 12 30;Pharmacie d'Officine
PHARMACIE DU CENTRE;2 R HIRSCHAUER;FRANCE;57500;ST AVOLD;03 87 92 10 85;Pharmacie d'Officine
PHARMACIE BOTZ;1 R LAVOISIER;FRANCE;57500;ST AVOLD;03 87 04 64 30;Pharmacie d'Officine
PHARMACIE DU MARCHE;4 R DU TRANSVAAL;FRANCE;57500;ST AVOLD;03 87 92 12 56;Pharmacie d'Officine
PHARMACIE SAINTE MARIE;8 R DES GENERAUX ALTMAYER;FRANCE;57500;ST AVOLD;03 87 92 10 35;Pharmacie d'Officine
PHARMACIE PATTON;1 R DE BRACK;FRANCE;57500;ST AVOLD;03 87 29 96 96;Pharmacie d'Officine
PHARMACIE DEBRIL;3 R FRANCOIS SIMON;FRANCE;57070;ST JULIEN LES METZ;03 87 36 01 83;Pharmacie d'Officine
PHARMACIE MIGNOT;26 AV GAMBETTA;FRANCE;57255;STE MARIE AUX CHENES;03 87 61 90 23;Pharmacie d'Officine
PHARMACIE DE L'ALBE;16 R BURGUN;FRANCE;57430;SARRALBE;03 87 97 80 33;Pharmacie d'Officine
PHARMACIE DE LA TOUR;46 R CLEMENCEAU;FRANCE;57430;SARRALBE;03 87 97 82 82;Pharmacie d'Officine
PHARMACIE POUSSARDIN;15 R ERCKMANN CHATRIAN;FRANCE;57400;SARREBOURG;03 87 03 16 30;Pharmacie d'Officine
PHARMACIE CENTRALE SARREBOURG;37 GRAND RUE;FRANCE;57400;SARREBOURG;03 87 03 21 99;Pharmacie d'Officine
PHARMACIE DE L'ANGE;66 GRANDE RUE;FRANCE;57400;SARREBOURG;03 87 03 21 79;Pharmacie d'Officine
PHARMACIE DU MARCHE;28 PL DU MARCHE;FRANCE;57400;SARREBOURG;03 87 03 21 56;Pharmacie d'Officine
PHARMACIE ZIMMERMANN;10 R DE LA POSTE;FRANCE;57400;SARREBOURG;03 87 03 22 50;Pharmacie d'Officine
PHARMACIE DE L'EUROPE;20 R DU MARECHAL FOCH;FRANCE;57200;SARREGUEMINES;03 87 95 08 79;Pharmacie d'Officine
PHARMACIE LORRAINE;7 PL DU GENERAL SIBILLE;FRANCE;57200;SARREGUEMINES;03 87 98 49 36;Pharmacie d'Officine
PHARMACIE SIEGWART;16 R DES GENERAUX CREMER;FRANCE;57200;SARREGUEMINES;03 87 98 34 84;Pharmacie d'Officine
PHARMACIE RIGAUD;120 R DU MARECHAL FOCH;FRANCE;57200;SARREGUEMINES;03 87 28 19 13;Pharmacie d'Officine
PHARMACIE ANTOINE;1 R DU MARQUIS DE CHAMBORAND;FRANCE;57200;SARREGUEMINES;03 87 98 11 71;Pharmacie d'Officine
